Country Name,Country Code,Indicator Name,Indicator Code,Year,Value,Indicator Label
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2014,15.515,Female Unemployment Rate
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2015,17.122,Female Unemployment Rate
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2016,14.49,Female Unemployment Rate
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2017,12.524,Female Unemployment Rate
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2018,11.888,Female Unemployment Rate
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2019,11.318,Female Unemployment Rate
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2020,11.85,Female Unemployment Rate
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2021,11.678,Female Unemployment Rate
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2022,11.234,Female Unemployment Rate
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2023,10.957,Female Unemployment Rate
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2024,10.977,Female Unemployment Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1990,3.014,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1991,2.956,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1992,2.885,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1993,2.811,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1994,2.798,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1995,2.762,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1996,2.666,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1997,2.535,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1998,2.425,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1999,2.313,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2000,2.217,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2001,2.141,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2002,2.002,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2003,2.006,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2004,1.889,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2005,1.787,Total Fertility Rate
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2006,1.686,Total Fertility Rate
